thread_title,thread_url,thread_author,thread_datetime,snippet,doctors,clinics,city
[問題] 保柔緹打淚溝的效果如何？,https://www.pttweb.cc/bbs/facelift/M.1756694086.A.D77,,2025-09-01T10:34:00,一直以為自己眼下那一塊是黑眼圈 花了點時間研究之後才發現那個其實是淚溝... 黑眼圈可能是跟熬夜、遺傳有關 但淚溝是骨架或脂肪流失造成的 最近照鏡子發現自己那塊凹凹的淚溝有夠明顯 想去用玻尿酸填充，但因為是第一次做這個部位 板上也沒有看到太多這個牌子的心得 想說可以先來板上問看看大家的想法？？ 或是有推薦的診所，我可以先去諮詢看看，謝謝,,或是有推薦的診所,
[問題] 保柔緹打淚溝的效果如何？,https://www.pttweb.cc/bbs/facelift/M.1756694086.A.D77,,2025-09-01T10:34:00,", 20 F 打淚溝的話醫生技術滿重要的 而且有時 09/06 21:48 , 20 F → anastasss 09/06 21:48,",打淚溝的話,,
[問題] 黑眼圈淚溝打膠原蛋白增生嗎?,https://www.pttweb.cc/bbs/facelift/M.1758610380.A.74C,,2025-09-23T14:53:00,請問有人用膠原蛋白增生劑治療黑眼圈和淚溝的嗎? 因為想去打蘋果肌 如果可一起治療感覺比較方便 CC數也可買起來共用比較划算 診所說是可以打這兩部分 但想問跟玻尿酸 熊貓針比呢?,,也可買起來共用比較划算 診所說是可以打這兩部,
[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,https://www.pttweb.cc/bbs/facelift/M.1758698943.A.98D,,2025-09-24T15:29:00,[問題] 熊貓針對黑眼圈有效嗎？求高雄診所 - 看板facelift - PTT網頁版,,[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,高雄
[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,https://www.pttweb.cc/bbs/facelift/M.1758698943.A.98D,,2025-09-24T15:29:00,"[問題] 熊貓針對黑眼圈有效嗎？求高雄診所 ＋收藏 分享 看板 facelift 作者 margeryjanua (TIN) 時間 6月前 發表 (2025/09/24 15:29) , 編輯 推噓 16 ( 16 推 0 噓 7 → ) 留言 23則, 16人 參與 , 5月前 最新 討論串 1/1",,[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,高雄
[問題] 熊貓針對黑眼圈有效嗎？求高雄診所,https://www.pttweb.cc/bbs/facelift/M.1758698943.A.98D,,2025-09-24T15:29:00,最近覺得自己黑眼圈越來越重 看起來像沒睡飽一樣 想打熊貓針刺激膠原蛋白再生 希望可以淡化色素跟血管型黑眼圈 不知有沒有高雄地區的板友實際做過，推薦的診所？,,不知有沒有高雄地區的板友實際做過，推薦的診所,高雄
[問題] 打黑眼圈淚溝技術厲害的診所(台中),https://www.pttweb.cc/bbs/facelift/M.1760682338.A.3FA,,2025-10-17T14:25:00,[問題] 打黑眼圈淚溝技術厲害的診所(台中) - 看板facelift - PTT網頁版,,[問題] 打黑眼圈淚溝技術厲害的診所,台中
[問題] 打黑眼圈淚溝技術厲害的診所(台中),https://www.pttweb.cc/bbs/facelift/M.1760682338.A.3FA,,2025-10-17T14:25:00,"[問題] 打黑眼圈淚溝技術厲害的診所(台中) ＋收藏 分享 看板 facelift 作者 brittneyb1 (猩細菌) 時間 5月前 發表 (2025/10/17 14:25) , 編輯 推噓 5 ( 5 推 0 噓 0 → ) 留言 5則, 5人 參與 , 5月前 最新 討論串 1/1",,[問題] 打黑眼圈淚溝技術厲害的診所,台中
[問題] 打黑眼圈淚溝技術厲害的診所(台中),https://www.pttweb.cc/bbs/facelift/M.1760682338.A.3FA,,2025-10-17T14:25:00,想打黑眼圈+淚溝 台中有沒有技術厲害的醫師或診所?? 謝謝大家,台中有沒有技術厲害的,台中有沒有技術厲害的醫師或診所,台中
[問題] 眼袋or黑眼圈or淚溝 高雄診所,https://www.pttweb.cc/bbs/facelift/M.1761033227.A.1F4,,2025-10-21T15:53:00,[問題] 眼袋or黑眼圈or淚溝 高雄診所 - 看板facelift - PTT網頁版,,[問題] 眼袋or黑眼圈or淚溝 高雄診所,高雄
[問題] 眼袋or黑眼圈or淚溝 高雄診所,https://www.pttweb.cc/bbs/facelift/M.1761033227.A.1F4,,2025-10-21T15:53:00,"[問題] 眼袋or黑眼圈or淚溝 高雄診所 ＋收藏 分享 看板 facelift 作者 xinddp77 (落日有很餓) 時間 5月前 發表 (2025/10/21 15:53) , 編輯 推噓 10 ( 10 推 0 噓 1 → ) 留言 11則, 10人 參與 , 5月前 最新 討論串 1/1",,[問題] 眼袋or黑眼圈or淚溝 高雄診所,高雄
[問題] 眼袋or黑眼圈or淚溝 高雄診所,https://www.pttweb.cc/bbs/facelift/M.1761033227.A.1F4,,2025-10-21T15:53:00,", 7 F 頤森美學黃院長 眼袋專業的 10/22 08:45 , 7 F 推 jundiby0 10/22 09:43,",頤森美學黃,,
[分享] 困擾眼袋黑眼圈文長分享(妮芙蕾澎怦針),https://www.pttweb.cc/bbs/facelift/M.1761118788.A.D8E,,2025-10-22T15:39:00,以前都覺得那是化妝能遮的問題，但隨著年紀大、熬夜頻率高，發現就算遮瑕厚到快像水泥 牆，還是看起來沒精神。加上蘋果肌也變得凹凹的，整張臉看起來疲倦又顯老。 後來我就開始瘋狂做功課，看了超多醫美比較文有熊貓針、澎怦針也看了YouTube 影片，才 發現很多人推薦一個叫「妮芙蕾NeoFilera」的新技術。他是台灣研發的新一代膠原蛋白增生 劑，它不是單純的玻尿酸，是結合了即時填充＋長效膠原再生的針劑。主要成分是 PDLLA 聚雙旋乳酸（75%）能刺激膠原蛋白再生、改善鬆弛與細紋 CMC 羧甲基纖維素（25%）提供立即填充...,"我去的是桃園好萊ㄨ診所，,另外","後來我就開始瘋狂做功課，看了超多醫美,我去的是桃園好萊ㄨ診所",桃園
[問題] 黑眼圈與淚溝治療推薦 問台北醫美,https://www.pttweb.cc/bbs/facelift/M.1761892140.A.79B,,2025-10-31T14:29:00,[問題] 黑眼圈與淚溝治療推薦 問台北醫美 - 看板facelift - PTT網頁版,,[問題] 黑眼圈與淚溝治療推薦 問台北醫美,台北
[問題] 黑眼圈與淚溝治療推薦 問台北醫美,https://www.pttweb.cc/bbs/facelift/M.1761892140.A.79B,,2025-10-31T14:29:00,"[問題] 黑眼圈與淚溝治療推薦 問台北醫美 ＋收藏 分享 看板 facelift 作者 qi71nbpcvy (虎虎小姐) 時間 5月前 發表 (2025/10/31 14:29) , 編輯 推噓 13 ( 13 推 0 噓 5 → ) 留言 18則, 13人 參與 , 4月前 最新 討論串 1/1",,[問題] 黑眼圈與淚溝治療推薦 問台北醫美,台北
[問題] 黑眼圈與淚溝治療推薦 問台北醫美,https://www.pttweb.cc/bbs/facelift/M.1761892140.A.79B,,2025-10-31T14:29:00,黑眼圈看起來永遠像沒睡飽 (朋友說也可能是淚溝問題) 總之拍照好醜 想問台北有沒有推薦的診所可以處理黑眼圈或淚溝 (不要狂推銷的) 希望是美感好的醫師 跪求推薦感恩,希望是美感好的,想問台北有沒有推薦的診所,台北
[問題] 關於眼袋手術的醫師,https://www.pttweb.cc/bbs/facelift/M.1762063033.A.B53,,2025-11-02T13:57:00,[問題] 關於眼袋手術的醫師 - 看板facelift - PTT網頁版,[問題] 關於眼袋手術的,,
[問題] 關於眼袋手術的醫師,https://www.pttweb.cc/bbs/facelift/M.1762063033.A.B53,,2025-11-02T13:57:00,"[問題] 關於眼袋手術的醫師 ＋收藏 分享 看板 facelift 作者 isislove (isislove) 時間 4月前 發表 (2025/11/02 13:57) , 編輯 推噓 1 ( 1 推 0 噓 3 → ) 留言 4則, 2人 參與 , 4月前 最新 討論串 1/1",[問題] 關於眼袋手術的,,
[問題] 關於眼袋手術的醫師,https://www.pttweb.cc/bbs/facelift/M.1762063033.A.B53,,2025-11-02T13:57:00,我想請問一下眼袋手術 蠻多人推薦陳建璋醫師 我發現有兩位陳建璋醫師耶… 一位在君綺，一位在萊佳跟群英 請問大家說的是哪一位？,"蠻多人推薦陳建璋,我發現有兩位陳建璋",,
[分享] 內開眼袋+隱形提眉術後一個月分享已刪文,https://www.pttweb.cc/bbs/facelift/M.1762399478.A.473,,2025-11-06T11:24:00,本來的眉毛跟眼睛的距離真的太近，很明顯的眉壓眼 快邁入三字頭，越來越覺得眼皮的狀態每況愈下，感覺是越來越垂 同事都以為我是因為工作問題常皺眉（但其實是眉壓眼的問題） 因為家人在巨X就有找過院長處理眼袋 所以我也鼓起勇氣問院長我眼袋跟眉壓眼的問題可不可以一起解決？ 院長說我原本就有雙眼皮，可以用隱形提眉手術改善眉壓眼，這樣眼型看起來更順 就不會有那種皺眉或是瞪人的感覺（哈）雙眼皮也會更明顯 手術是安排在諮詢後兩個禮拜，這兩個禮拜都蠻期待眼袋跟眉壓眼可以趕快消失 很可惜我沒有記錄到術後當下的樣子，只能用文字跟大家大概說...,"因為家人在巨X就有找過,所以我也鼓起勇氣問",,
[閒聊] 眼袋是不是真的很影響視覺年齡,https://www.pttweb.cc/bbs/facelift/M.1763025409.A.6AD,,2025-11-13T17:16:00,最近照鏡子有發現自己的眼周有越來越老態的趨勢 已經開始有點細紋、眼袋也有一丟丟冒出來的徵兆.... 感覺眼袋出線之後，視覺年齡都被+了好幾歲 是不是該做個醫美改善了qqq,,是不是該做個醫美,
[討論] 眼袋手術真的要順便補脂蘋果肌嗎？,https://www.pttweb.cc/bbs/facelift/M.1763362191.A.1C4,,2025-11-17T14:49:00,發現超多診所都會推「做眼袋順便補脂蘋果肌」的方案 說什麼反正都要麻了 一起做比較划算 但看了一些案例又有人說補脂容易不均、之後還會變形 有點搞不懂這兩個是不是本來就該綁在一起？ 還是其實各做各的比較安全?,,發現超多診所,
[討論] 黑眼圈求助 請推新北優質診所,https://www.pttweb.cc/bbs/facelift/M.1764646570.A.83C,,2025-12-02T11:36:00,[討論] 黑眼圈求助 請推新北優質診所 - 看板facelift - PTT網頁版,,[討論] 黑眼圈求助 請推新北優質診所,新北
[討論] 黑眼圈求助 請推新北優質診所,https://www.pttweb.cc/bbs/facelift/M.1764646570.A.83C,,2025-12-02T11:36:00,"[討論] 黑眼圈求助 請推新北優質診所 ＋收藏 分享 看板 facelift 作者 rosiatfuy9 (蘿思芙) 時間 3月前 發表 (2025/12/02 11:36) , 編輯 推噓 10 ( 10 推 0 噓 1 → ) 留言 11則, 11人 參與 , 3月前 最新 討論串 1/1",,[討論] 黑眼圈求助 請推新北優質診所,新北
[問題] 雙北非手術，眼袋醫美推薦,https://www.pttweb.cc/bbs/facelift/M.1764917191.A.65B,,2025-12-05T14:46:00,[問題] 雙北非手術，眼袋醫美推薦 - 看板facelift - PTT網頁版,,[問題] 雙北非手術，眼袋醫美,
[問題] 雙北非手術，眼袋醫美推薦,https://www.pttweb.cc/bbs/facelift/M.1764917191.A.65B,,2025-12-05T14:46:00,"[問題] 雙北非手術，眼袋醫美推薦 ＋收藏 分享 看板 facelift 作者 yakabx7482 (殘天地) 時間 3月前 發表 (2025/12/05 14:46) , 編輯 推噓 13 ( 13 推 0 噓 6 → ) 留言 19則, 13人 參與 , 3月前 最新 討論串 1/1",,[問題] 雙北非手術，眼袋醫美,
[問題] 雙北非手術，眼袋醫美推薦,https://www.pttweb.cc/bbs/facelift/M.1764917191.A.65B,,2025-12-05T14:46:00,想問各位有沒有推薦雙北地區非手術處理眼袋跟淚溝厲害的診所 雖然眼袋不深但淚溝凹陷蠻嚴重的 看起來好老(;′Д`),,想問各位有沒有推薦雙北地區非手術處理眼袋跟淚溝厲害的診所,
[問題] 眼袋手術醫師請益(高雄),https://www.pttweb.cc/bbs/facelift/M.1765351155.A.C53,,2025-12-10T15:19:00,[問題] 眼袋手術醫師請益(高雄) - 看板facelift - PTT網頁版,[問題] 眼袋手術,,高雄
[問題] 眼袋手術醫師請益(高雄),https://www.pttweb.cc/bbs/facelift/M.1765351155.A.C53,,2025-12-10T15:19:00,"[問題] 眼袋手術醫師請益(高雄) ＋收藏 分享 看板 facelift 作者 lunpoflm87 (獨行狼) 時間 3月前 發表 (2025/12/10 15:19) , 編輯 推噓 15 ( 15 推 0 噓 8 → ) 留言 23則, 15人 參與 , 1年前 最新 討論串 1/1",[問題] 眼袋手術,,高雄
[問題] 眼袋手術醫師請益(高雄),https://www.pttweb.cc/bbs/facelift/M.1765351155.A.C53,,2025-12-10T15:19:00,想請大家推薦高雄眼袋手術醫師 (內開),想請大家推薦高雄眼袋手術,,高雄
[問題] 眼袋手術醫師請益(高雄),https://www.pttweb.cc/bbs/facelift/M.1765351155.A.C53,,2025-12-10T15:19:00,", 11 F 巧天工孫醫師，給他處理眼袋術後 12/11 12:15 , 11 F → margeryjanua 12/11 12:15,",巧天工孫,,
[問題] 眼袋手術醫師請益(高雄),https://www.pttweb.cc/bbs/facelift/M.1765351155.A.C53,,2025-12-10T15:19:00,", 16 F 麗式診所王醫師很專業，我是內開轉位 12/15 15:44 , 16 F → Goerdroger 12/15 15:44,",麗式診所王,麗式診所,
[討論] 眼袋掉下去是幾歲會發生的事情？,https://www.pttweb.cc/bbs/facelift/M.1765435293.A.0F7,,2025-12-11T14:41:00,", 13 F 掉 錢逸群醫師內開做得很好 外側也有 12/15 13:45 , 13 F → eettinget 12/15 13:45,",掉 錢逸群,,
[討論] 眼袋掉下去是幾歲會發生的事情？,https://www.pttweb.cc/bbs/facelift/M.1765435293.A.0F7,,2025-12-11T14:41:00,", 18 F 來是去找阮智楷醫師做內開再搭配一 12/16 16:50 , 18 F → adalinelin 12/16 16:50,",來是去找阮智楷,,
[閒聊] 陪朋友諮詢才知...原來淚溝是骨頭縮進去,https://www.pttweb.cc/bbs/facelift/M.1765441304.A.101,,2025-12-11T16:21:00,最近陪朋友去諮詢淚溝 她一直以為自己是因為愛熬夜 膠原蛋白流失才會有那兩條 原本還興致勃勃跟醫生說想打精靈針或是洢蓮絲 順便刺激膠原蛋白長回來,原本還興致勃勃跟,,
[閒聊] 陪朋友諮詢才知...原來淚溝是骨頭縮進去,https://www.pttweb.cc/bbs/facelift/M.1765441304.A.101,,2025-12-11T16:21:00,結果醫生語重心長地跟她說 她的淚溝不是單純的皮下凹陷 而是「眼眶骨流失」縮進去 了... 增生劑一旦打不好 凸一塊在那邊超明顯 如果要打一定要打在很深層的骨膜上做支撐 想問這個會容易失敗嗎?還是建議其他療程,結果,,
[討論] 有關眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1766110932.A.E57,,2025-12-19T10:22:00,", 13 F 那為什麼台灣醫美的眼袋手術還是一堆內開 12/22 20:13 , 13 F → poswem 12/22 20:14,",,那為什麼台灣醫美,
[討論] 有關眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1766110932.A.E57,,2025-12-19T10:22:00,", 15 F 我諮詢過很多家診所都是內開加補脂一起 12/23 23:34 , 15 F → mantistv 12/23 23:35,",,我諮詢過很多家診所,
[問題] 台中割眼袋診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767012050.A.94C,,2025-12-29T20:40:00,[問題] 台中割眼袋診所推薦 - 看板facelift - PTT網頁版,,[問題] 台中割眼袋診所,台中
[問題] 台中割眼袋診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767012050.A.94C,,2025-12-29T20:40:00,"[問題] 台中割眼袋診所推薦 ＋收藏 分享 看板 facelift 作者 joanna82321 (晞晞CC) 時間 3月前 發表 (2025/12/29 20:40) , 編輯 推噓 0 ( 0 推 0 噓 0 → ) 留言 0則, 0人 參與 , 最新 討論串 1/1",,[問題] 台中割眼袋診所,台中
[問題] 台中割眼袋診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767012050.A.94C,,2025-12-29T20:40:00,最近想要去割眼袋 不知道各位大大有推薦的診所嗎? 謝謝大家,,不知道各位大大有推薦的診所,
[問題] 眼袋手術 求內開外開心得與診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767066666.A.B14,,2025-12-30T11:51:00,[問題] 眼袋手術 求內開外開心得與診所推薦 - 看板facelift - PTT網頁版,,[問題] 眼袋手術 求內開外開心得與診所,
[問題] 眼袋手術 求內開外開心得與診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767066666.A.B14,,2025-12-30T11:51:00,"[問題] 眼袋手術 求內開外開心得與診所推薦 ＋收藏 分享 看板 facelift 作者 A11on524 (伊伊) 時間 3月前 發表 (2025/12/30 11:51) , 編輯 推噓 17 ( 17 推 0 噓 33 → ) 留言 50則, 16人 參與 , 1年前 最新 討論串 1/1",,[問題] 眼袋手術 求內開外開心得與診所,
[問題] 眼袋手術 求內開外開心得與診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767066666.A.B14,,2025-12-30T11:51:00,爬文後有幾個問題想請教： 內開 vs 外開 若皮膚不鬆 是否內開就夠？ 內開真的比較容易復發嗎 拿眼袋一定要補脂嗎？有看到只拿不補 也有建議補脂或玻尿酸 是否有人遇過凹陷、不對稱等問題 求醫師/診所推薦 希望是審美自然、不亂推項目的醫師,是審美自然、不亂推項目的,求醫師/診所,
[問題] 眼袋手術 求內開外開心得與診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767066666.A.B14,,2025-12-30T11:51:00,", 19 F 臉型銜接比單純填淚溝自然很多，推葉醫師 01/01 00:01 , 19 F → qqMina 01/01 00:01,",單純填淚溝自然很多，推葉,,
[問題] 眼袋手術 求內開外開心得與診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767066666.A.B14,,2025-12-30T11:51:00,", 29 F 我當初在名悅給邱大睿醫師處理眼袋的時候 01/07 12:03 , 29 F → yu5168 01/07 12:03,",我當初在名悅給邱大睿,,
[問題] 眼袋手術 求內開外開心得與診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767066666.A.B14,,2025-12-30T11:51:00,", 31 F 邱醫師是用脂肪轉位把脂肪轉移到淚溝的位 01/07 12:03 , 31 F → yu5168 01/07 12:03,",,,
[問題] 眼袋手術 求內開外開心得與診所推薦,https://www.pttweb.cc/bbs/facelift/M.1767066666.A.B14,,2025-12-30T11:51:00,", 46 F 分都是長輩才會外開。我的醫生是拿眼袋/ 01/16 16:25 , 46 F → tsgaiko 01/16 16:25,",分都是長輩才會外開。我的,,
[問題] 黑眼圈真的無法根治？,https://www.pttweb.cc/bbs/facelift/M.1767940072.A.330,,2026-01-09T14:27:00,前陣子去諮詢，問醫生黑眼圈能做什麼醫美改善 醫生沈默了幾秒表示「黑眼圈目前無法根治」 真的是這樣嗎... 難道我的黑眼圈真的沒救了嗎...QQ,前陣子去諮詢，問,前陣子去諮詢，問醫生黑眼圈能做什麼醫美,
[討論] 叫人在淚溝補洢蓮絲的診所都好過分,https://www.pttweb.cc/bbs/facelift/M.1768533163.A.7A6,,2026-01-16T11:12:00,[討論] 叫人在淚溝補洢蓮絲的診所都好過分 - 看板facelift - PTT網頁版,,[討論] 叫人在淚溝補洢蓮絲的診所,
[討論] 叫人在淚溝補洢蓮絲的診所都好過分,https://www.pttweb.cc/bbs/facelift/M.1768533163.A.7A6,,2026-01-16T11:12:00,"[討論] 叫人在淚溝補洢蓮絲的診所都好過分 ＋收藏 分享 看板 facelift 作者 leemin1578 (胖虎沒人愛) 時間 2月前 發表 (2026/01/16 11:12) , 2月前 編輯 推噓 5 ( 5 推 0 噓 9 → ) 留言 14則, 6人 參與 , 1月前 最新 討論串 1/1",,[討論] 叫人在淚溝補洢蓮絲的診所,
[討論] 叫人在淚溝補洢蓮絲的診所都好過分,https://www.pttweb.cc/bbs/facelift/M.1768533163.A.7A6,,2026-01-16T11:12:00,前幾天跟朋友約吃飯 聊到她去諮詢淚溝 醫生居然建議她打洢蓮絲 但因為她原本只是想補玻尿酸 預算只有1萬多而已 所以當下沒有馬上決定打洢蓮絲 啊不就好險朋友沒打 我真的不懂欸 眼下皮膚那麼薄 本來就不適合打任何膠原蛋白增生劑 但怎麼還會有一堆醫生在推啊？ 我已經在版上看到很多人都是因為這樣打失敗了 難道那些醫師都忘了自己讀過的醫師宣言了嗎 他們良心都不會痛喔？,"但怎麼還會有一堆,難道那些,都忘了自己讀過的",,
[討論] 叫人在淚溝補洢蓮絲的診所都好過分,https://www.pttweb.cc/bbs/facelift/M.1768533163.A.7A6,,2026-01-16T11:12:00,", 12 F 我醫生也是說洢不能填淚溝，現在網路資訊 02/25 16:26 , 12 F → paching 02/25 16:26,",,,
